case,batch_id,timestamp,t_pct,phase,temp_C,pressure_bar,pH,agitator_rpm,feed_A_Lph,feed_B_Lph
B,B_B001,2026-01-15T09:06:15.895122,17.26618705035971,HeatUp,27.68027846648869,1.0987660993585664,5.743200779604694,160.63282291642307,19.216343750260773,15.187247650618765
B,B_B001,2026-01-15T09:14:01.557418,17.985611510791365,HeatUp,27.734697736244343,1.102765473322316,5.772163150037865,165.01118318407208,21.45223991725775,15.57917233668765
B,B_B001,2026-01-15T09:21:47.219715,18.70503597122302,HeatUp,27.881528557144218,1.1219814253231415,5.801452964106719,169.81004746881445,21.811239770215742,15.815926928649848
B,B_B001,2026-01-15T09:29:32.882012,19.424460431654676,HeatUp,30.250320190936122,1.122457394895746,5.834752014824707,170.3604925017376,20.97726190525237,16.03261987717245
B,B_B001,2026-01-15T09:37:18.544309,20.14388489208633,HeatUp,29.390586827851074,1.1092460969790745,5.8238134542647355,173.63096142689412,20.776913488780526,15.536617943106394
B,B_B001,2026-01-15T09:45:04.206605,20.863309352517984,HeatUp,32.64445668401858,1.0952813766013043,5.882771603370374,171.12009537417853,20.246441040727877,15.408209433029796
B,B_B001,2026-01-15T09:52:49.868902,21.58273381294964,HeatUp,32.66034223417023,1.1226914614401202,5.813165742719415,179.12714773643273,20.97070507270702,14.148390708505712
B,B_B001,2026-01-15T10:00:35.531199,22.302158273381295,HeatUp,32.870070599057215,1.110085101709051,5.852211912566795,172.0680812379399,21.217903543617194,14.511034990045681
B,B_B001,2026-01-15T10:08:21.193496,23.02158273381295,HeatUp,31.628005294558534,1.1148054765137965,5.861572293247795,182.77422383689043,20.860750480258933,16.29473447650144
B,B_B001,2026-01-15T10:16:06.855792,23.741007194244602,HeatUp,33.66531980005632,1.1042833303497734,5.821167539012709,179.05305791184207,21.563303490407716,15.106251967837295
B,B_B001,2026-01-15T10:23:52.518089,24.460431654676256,HeatUp,34.825790431917156,1.1274014731430346,5.872301304862651,174.55410307672096,22.07295527347716,14.899758816488589
B,B_B001,2026-01-15T10:31:38.180386,25.179856115107913,React,34.96698086138392,1.1485661534039453,5.908354691441305,181.78035809227003,22.07967983126679,14.47658646621029
B,B_B001,2026-01-15T10:39:23.842683,25.899280575539567,React,37.4198160441912,1.1071485586131247,5.82597028723847,179.33728926206538,21.630532884567955,15.54751855390102
B,B_B001,2026-01-15T10:47:09.504979,26.61870503597122,React,37.75702323181717,1.092244796607545,5.89658326632216,186.17001540166072,22.259450493744566,15.197875334871622
B,B_B001,2026-01-15T10:54:55.167276,27.33812949640288,React,40.857672877414096,1.0868105012906113,5.947446554974417,190.68829025509416,21.872003463214728,14.592183371263928
B,B_B001,2026-01-15T11:02:40.829573,28.057553956834532,React,39.77971081000908,1.137526753782988,5.938506388298499,179.26815564285837,23.405612003734916,14.887678935480118
B,B_B001,2026-01-15T11:10:26.491869,28.776978417266186,React,43.367248112622555,1.0916884597211312,5.973181434667771,189.77921632332124,22.466217854993022,15.328492589025947
B,B_B001,2026-01-15T11:18:12.154166,29.49640287769784,React,42.21078454936866,1.1434479702229245,6.047532465500333,188.1484107702482,23.314686462914924,15.836720551028053
B,B_B001,2026-01-15T11:25:57.816463,30.215827338129493,React,43.7364775474749,1.0980331524981075,5.9858913288753755,186.0496819417646,22.076741368747058,14.92574861373553
B,B_B001,2026-01-15T11:33:43.478760,30.93525179856115,React,46.65078488302117,1.1138499911531377,6.005170847610477,194.46796741586337,22.982805467805704,16.145282678493267
B,B_B001,2026-01-15T11:41:29.141056,31.654676258992804,React,47.97956903838081,1.122588032086213,5.997110757840754,192.1323323455516,22.669826448953945,15.671409807251127
B,B_B001,2026-01-15T11:49:14.803353,32.37410071942446,React,48.3822954161442,1.1094743412791765,6.091040358548477,193.39580037829737,23.914821389540542,15.42204463694315
B,B_B001,2026-01-15T11:57:00.465650,33.093525179856115,React,49.8299176574881,1.1025719453453666,6.035058165748908,195.94134726815983,23.51590691398964,15.104970646330289
B,B_B001,2026-01-15T12:04:46.127947,33.81294964028777,React,50.90099339291379,1.0903872049481356,6.083604866576557,195.46361447764892,24.755179416034707,16.214901666544613
B,B_B001,2026-01-15T12:12:31.790243,34.53237410071942,React,52.43035989986932,1.107506778653426,6.057198187422131,204.39070163295585,25.165845266202464,16.316202257503488
B,B_B001,2026-01-15T12:20:17.452540,35.25179856115108,React,55.05038080243652,1.1070941092143536,6.082352973357596,200.9323750194051,24.954962021574975,16.195231372285143
B,B_B001,2026-01-15T12:28:03.114837,35.97122302158273,React,56.55642609790188,1.0959978523903633,6.113186194259216,188.85701494880703,23.992485692140843,16.091627303181344
B,B_B001,2026-01-15T12:35:48.777134,36.690647482014384,React,57.85239904838225,1.0874924156701085,6.068005480772278,201.55627728118873,24.886078535095972,15.552296805685959
B,B_B001,2026-01-15T12:43:34.439430,37.41007194244604,React,58.88382004508706,1.0831052000164507,6.105753369559529,196.1926939726544,24.157538577852215,15.82889953482148
B,B_B001,2026-01-15T12:51:20.101727,38.1294964028777,React,60.026919168322436,1.0472040675482726,6.110797119423675,195.19012599825095,24.14053244322345,15.967513530444934
B,B_B001,2026-01-15T12:59:05.764024,38.84892086330935,React,61.03336847753627,1.084084259497411,6.0966926300392945,193.35367004345125,24.257277642093804,15.566563832799
B,B_B001,2026-01-15T13:06:51.426321,39.568345323741006,React,60.14082470979538,1.0877842667561768,6.126959172700231,204.37927758757456,24.821727823028038,16.7306799195702
B,B_B001,2026-01-15T13:14:37.088617,40.28776978417266,React,61.45392523465365,1.0605723793784003,6.192216488156637,193.869461960995,24.680627052226434,16.588573049617683
B,B_B001,2026-01-15T13:22:22.750914,41.007194244604314,React,62.68803378945101,1.0784933439635735,6.163598123508759,199.39175257106055,24.631968374774992,16.901817841571642
B,B_B001,2026-01-15T13:30:08.413211,41.72661870503597,React,63.4850894402408,1.0470132098117564,6.120373097630494,203.9312507226515,24.842993811143433,17.71203598256159
B,B_B001,2026-01-15T13:37:54.075507,42.44604316546762,React,66.84787104566547,1.06981660022283,6.169601968112541,200.714760996754,26.018652757182124,16.02035685954757
B,B_B001,2026-01-15T13:45:39.737804,43.16546762589928,React,67.27957083928723,1.0273341650223877,6.1723906600680944,196.47335394772898,25.700546606180424,17.14757284946656
B,B_B001,2026-01-15T13:53:25.400101,43.884892086330936,React,65.53135206844793,1.0378391181269737,6.126442153026505,198.94903405302026,25.402526095457723,17.19810869778847
B,B_B001,2026-01-15T14:01:11.062398,44.60431654676259,React,64.67080603099551,1.0489330609067478,6.15933461803687,198.30424627599294,24.134113624792242,18.153028821863078
B,B_B001,2026-01-15T14:08:56.724694,45.32374100719424,React,64.37839687687874,1.025917552907931,6.160172590705558,197.4346497359033,23.716792059538008,16.969473068646902
B,B_B001,2026-01-15T14:16:42.386991,46.0431654676259,React,66.57887370730596,0.9882953352295405,6.153768453519678,204.04049688484827,24.990257790912516,17.861248279535875
B,B_B001,2026-01-15T14:24:28.049288,46.76258992805755,React,66.60884716092686,1.0391991110528787,6.205316169923597,195.76760402978374,23.174236092920065,17.922267625208136
B,B_B001,2026-01-15T14:32:13.711585,47.482014388489205,React,66.31471871754788,1.01371809654828,6.129884417675721,200.60605453852068,23.427801224964014,17.788491684516732
B,B_B001,2026-01-15T14:39:59.373881,48.20143884892086,React,65.76476126483864,1.0101608686519823,6.118142221973384,203.22808246109352,24.068471717792377,18.497338447709854
B,B_B001,2026-01-15T14:47:45.036178,48.92086330935251,React,64.10700752725928,1.0186005040757542,6.213898880812969,194.82157844514606,23.11530830358653,18.373396273564484
B,B_B001,2026-01-15T14:55:30.698475,49.64028776978417,React,64.6013387017767,1.0059580721404373,6.153954353173031,198.4515421613592,23.83957733625729,18.00202501853623
B,B_B001,2026-01-15T15:03:16.360772,50.35971223021583,React,65.00820940139899,1.0027127475759445,6.221038777321196,197.35941701238113,22.402146136549884,18.063162095428638
B,B_B001,2026-01-15T15:11:02.023068,51.07913669064748,React,61.265442212124356,0.980074855356892,6.167708032149794,200.93046669871399,22.400287753815384,17.983635670143485
B,B_B001,2026-01-15T15:18:47.685365,51.798561151079134,React,61.14552352092723,1.0163374000525451,6.165338907975272,192.1219968997264,21.33778411019957,18.868495086014427
B,B_B001,2026-01-15T15:26:33.347662,52.51798561151079,React,60.88544265452995,0.9899098079755251,6.212868746974012,203.49873527448636,22.51368271132498,18.979347681289557
B,B_B001,2026-01-15T15:34:19.009959,53.23741007194244,React,61.15661240354731,0.9966865646118026,6.212160031317682,199.42442410520366,20.291167794267324,18.256813516766698
B,B_B001,2026-01-15T15:42:04.672255,53.956834532374096,React,58.481650055255926,0.9616429210903723,6.1785506924171205,190.3008907236344,21.061521331178565,19.564515080065515
B,B_B001,2026-01-15T15:49:50.334552,54.67625899280576,React,59.52182568001703,0.9608313784090057,6.2212973536099465,192.84422798555883,22.16260848477289,18.272058506663566
B,B_B001,2026-01-15T15:57:35.996849,55.39568345323741,React,57.45760743370206,0.9531633812330147,6.180059718988483,197.13367249359803,21.981123222531533,18.57885535380974
B,B_B001,2026-01-15T16:05:21.659146,56.115107913669064,React,55.35693744096448,0.9442428214187591,6.217443308245008,198.27911892551825,21.14697610370581,19.2384669157293
B,B_B001,2026-01-15T16:13:07.321442,56.83453237410072,React,54.93335288595234,0.9384609905103978,6.1921485729186205,190.0764601596893,20.766401108096566,19.634573363796594
B,B_B001,2026-01-15T16:20:52.983739,57.55395683453237,React,54.065945665540134,0.9612752675551912,6.202256576791289,189.75383534645223,20.46064469375199,19.601627883454974
B,B_B001,2026-01-15T16:28:38.646036,58.273381294964025,React,52.71604686195627,0.9341975350645142,6.198963560988475,193.68012835019329,20.34790113199115,19.21406598693428
B,B_B001,2026-01-15T16:36:24.308332,58.99280575539568,React,52.26569859703436,0.9437748884018273,6.1515656644339165,188.47464737482105,21.30486169789908,17.53347984630778
B,B_B001,2026-01-15T16:44:09.970629,59.71223021582733,React,50.84853401319802,0.914248970935309,6.183623513855171,186.4963994550566,19.47352078685517,18.561885620023784
B,B_B001,2026-01-15T16:51:55.632926,60.43165467625899,React,47.446860635003304,0.9149874491836408,6.175669879050737,191.35026088541522,20.900650624507943,17.83992919356679
B,B_B001,2026-01-15T16:59:41.295223,61.15107913669065,React,48.79321463356332,0.9437177643549474,6.235982138309302,188.33336308136904,21.367953378075434,18.573605526538746
B,B_B001,2026-01-15T17:07:26.957519,61.8705035971223,React,47.02051902551416,0.9281372575257267,6.159373295038652,196.69385900319156,20.20689829687444,17.026895483249312
B,B_B001,2026-01-15T17:15:12.619816,62.589928057553955,React,46.69772062003478,0.9137197793550815,6.204118269247436,180.52662238644112,20.92686520135536,17.806241934929687
B,B_B001,2026-01-15T17:22:58.282113,63.30935251798561,React,45.874569560858546,0.9030990469445199,6.16301371864949,177.6091901173904,20.516826419486332,17.47854408067716
B,B_B001,2026-01-15T17:30:43.944410,64.02877697841727,React,44.03759512884671,0.8940358795324561,6.153836166336919,179.8738873505313,21.087693666427466,18.003695250337138
B,B_B001,2026-01-15T17:38:29.606706,64.74820143884892,React,43.40426754627321,0.9102766082756175,6.22039401850582,187.85221263015723,21.775612223977852,17.7200958934765
B,B_B001,2026-01-15T17:46:15.269003,65.46762589928058,Hold,43.39022548459999,0.8772995713968531,6.199423913384862,181.89047838832545,20.899147554225554,16.321618751746794
B,B_B001,2026-01-15T17:54:00.931300,66.18705035971223,Hold,42.340643227272714,0.916103283146537,6.179696842707851,180.76422606526762,18.544651339703954,16.993470225694495
B,B_B001,2026-01-15T18:01:46.593597,66.90647482014388,Hold,42.65598428775323,0.9163523442380292,6.179576820262309,179.99283225227242,18.83183206492517,17.542666324906097
B,B_B001,2026-01-15T18:09:32.255893,67.62589928057554,Hold,42.69450201494427,0.8902685779333677,6.191416546255013,173.10211691323016,20.107097206681214,16.466229534583004
B,B_B001,2026-01-15T18:17:17.918190,68.34532374100719,Hold,41.61261640322396,0.8895540462731789,6.215496266581973,176.41228077461105,19.067561123404303,17.798095939680383
B,B_B001,2026-01-15T18:25:03.580487,69.06474820143885,Hold,41.229457892767876,0.89608130554182,6.143691642777166,175.23202614347485,20.298707314269993,17.86112819440732
B,B_B001,2026-01-15T18:32:49.242784,69.7841726618705,Hold,39.48976894742463,0.8905051118317759,6.204097368607279,176.35081960640449,19.955104090197363,16.237532407144446
B,B_B001,2026-01-15T18:40:34.905080,70.50359712230215,Hold,40.24432376612667,0.8950638364585725,6.2081292174441485,170.71293802129705,21.088497500749025,16.53055082992084
B,B_B001,2026-01-15T18:48:20.567377,71.22302158273381,Hold,41.01858241511129,0.872397794736963,6.2177092197422414,166.4097359140552,20.514031323187677,17.501237187948057
B,B_B001,2026-01-15T18:56:06.229674,71.94244604316546,Hold,38.406954431090675,0.8993079982860271,6.168507181376248,165.95884535478854,19.43831094127613,16.49819228933892
B,B_B001,2026-01-15T19:03:51.891970,72.66187050359711,Hold,37.945747108688785,0.8968474452752774,6.148268574705282,169.077114050662,20.4853888413455,16.412747492937186
B,B_B001,2026-01-15T19:11:37.554267,73.38129496402877,Hold,39.204663685672244,0.893548382007001,6.201738349194649,158.1102610893101,20.323362359272025,15.383914724549793
B,B_B001,2026-01-15T19:19:23.216564,74.10071942446042,Hold,40.81035197921498,0.8650492730431589,6.200100567012084,161.95988513054274,20.003154646945898,16.21250744652991
B,B_B001,2026-01-15T19:27:08.878861,74.82014388489208,Hold,37.35578415484862,0.8610536888222292,6.119549745413516,167.50576914967868,19.63883834998532,15.420208518663925
B,B_B001,2026-01-15T19:34:54.541157,75.53956834532374,Hold,37.81830507134903,0.8821658407969737,6.198327016733154,159.35778224141902,20.562119504519295,16.17846074528403
B,B_B001,2026-01-15T19:42:40.203454,76.2589928057554,Hold,37.53175885787962,0.8917560067754842,6.117418817172085,165.3163058079975,19.925129698349856,15.362715958504118
B,B_B001,2026-01-15T19:50:25.865751,76.97841726618705,Hold,38.26072367843924,0.8747546629616048,6.171564796687165,161.70150643110466,20.56626341749243,15.451846153930495
B,B_B001,2026-01-15T19:58:11.528048,77.6978417266187,Hold,40.28939794986059,0.874612966971402,6.1370923551039365,157.34348426169046,19.86667148120735,15.036496579219556
B,B_B001,2026-01-15T20:05:57.190344,78.41726618705036,Hold,38.87302077631886,0.9128519873247362,6.12398555606771,153.9332290979457,19.80191465400139,14.459076914899226
B,B_B001,2026-01-15T20:13:42.852641,79.13669064748201,Hold,38.08893440498036,0.8827649255594414,6.081629309413494,157.04004987917514,21.148049172835176,15.52083911257064
B,B_B001,2026-01-15T20:21:28.514938,79.85611510791367,Hold,38.58017332682051,0.8769394993613653,6.121180758750154,150.04105216726683,20.698130587817086,14.95748985793676
B,B_B001,2026-01-15T20:29:14.177235,80.57553956834532,CoolDown,38.5640368283733,0.855175166388761,6.117548321084814,144.88353170695882,20.307717683327148,15.134077073086775
B,B_B001,2026-01-15T20:36:59.839531,81.29496402877697,CoolDown,39.97186828577023,0.9065481186519693,6.076638403498867,152.09200970790565,20.908237931592904,15.812804395469083
B,B_B001,2026-01-15T20:44:45.501828,82.01438848920863,CoolDown,37.01216354586482,0.9145808216423273,6.040323011804009,150.74093315243624,19.76764500570503,14.49008174013142
B,B_B001,2026-01-15T20:52:31.164125,82.73381294964028,CoolDown,38.55339427532161,0.8720296221135706,6.011372769993605,152.41484397731895,21.385289609968552,15.225197310439935
B,B_B001,2026-01-15T21:00:16.826422,83.45323741007194,CoolDown,38.340395682828046,0.8778987676042004,6.085916308931934,153.37127459553557,20.79782692364208,16.451299046868176
B,B_B001,2026-01-15T21:08:02.488718,84.17266187050359,CoolDown,39.21215684583726,0.9313746072406375,6.014442484659789,152.4747495784832,18.81438666039749,14.517752230030618
B,B_B001,2026-01-15T21:15:48.151015,84.89208633093524,CoolDown,39.546476062268546,0.9198592147447604,6.004525875630723,148.82663386061134,19.681110239526216,13.518323756933837
B,B_B001,2026-01-15T21:23:33.813312,85.6115107913669,CoolDown,39.36168533321139,0.8867847565918572,6.0134247142233095,146.1766637871777,19.484225571709707,16.236113027414394
B,B_B001,2026-01-15T21:31:19.475608,86.33093525179856,CoolDown,39.1032172375805,0.9141430670187197,6.046816395339348,149.91354381785655,19.898677243346576,15.289419254345542
B,B_B001,2026-01-15T21:39:05.137905,87.05035971223022,CoolDown,40.50997218637792,0.9176252115461073,6.08642129163986,144.62785502631283,20.812435075681464,15.421569084189757
B,B_B001,2026-01-15T21:46:50.800202,87.76978417266187,CoolDown,39.4881362184511,0.9005811599479749,6.016181402676257,143.4978657006764,19.413387635914706,15.25529277115031
B,B_B001,2026-01-15T21:54:36.462499,88.48920863309353,CoolDown,39.8349415114797,0.9386252928828426,5.996510793828672,145.93436580889502,20.062055992980465,14.337702237091124
B,B_B001,2026-01-15T22:02:22.124795,89.20863309352518,CoolDown,39.894212585521366,0.9427509071883682,6.035601564813177,148.6596713239928,21.097694433285163,14.716445999650176
B,B_B001,2026-01-15T22:10:07.787092,89.92805755395683,CoolDown,40.93765960451809,0.9091162868931821,5.974080493860396,156.6862089425547,19.47423034579534,14.998188030818577
B,B_B001,2026-01-15T22:17:53.449389,90.64748201438849,CoolDown,39.41699218664448,0.9413019581855468,5.981768312193642,154.57006503895175,19.334336461583867,13.643314719827458
B,B_B001,2026-01-15T22:25:39.111686,91.36690647482014,CoolDown,40.219385981286166,0.9280532056455566,6.014615752950215,148.95323902346206,19.76767993758339,15.74884436448663
B,B_B001,2026-01-15T22:33:24.773982,92.0863309352518,CoolDown,38.776403408457135,0.9384896252280199,6.057725933692096,151.84380572020672,18.441169213072822,15.117499790957622
B,B_B001,2026-01-15T22:41:10.436279,92.80575539568345,CoolDown,40.65287315411636,0.942412583910648,6.034165873546759,146.00664952510772,19.26972155333952,15.2950815660015
B,B_B001,2026-01-15T22:48:56.098576,93.5251798561151,Transfer,41.61117292281441,0.9476352585530659,6.07765102368072,151.51472382345744,19.33455024485428,14.557824980942188
B,B_B001,2026-01-15T22:56:41.760873,94.24460431654676,Transfer,41.87784177068392,0.9758548559711465,5.98785093129499,152.36801088589857,18.437916168067083,13.969709435429218
B,B_B001,2026-01-15T23:04:27.423169,94.96402877697841,Transfer,41.4691004216944,0.9763795244708569,6.012961796530304,143.3805245490017,19.79318311098026,16.37007103079986
B,B_B001,2026-01-15T23:12:13.085466,95.68345323741006,Transfer,41.694721799529844,0.9838121520029371,5.935367464540764,152.03010757934678,20.055505740816226,15.084153562109892
B,B_B001,2026-01-15T23:19:58.747763,96.40287769784172,Transfer,41.71794211104733,0.9794782816978888,6.002649366956913,151.45086764233494,19.641550668185356,15.61754089222421
B,B_B001,2026-01-15T23:27:44.410060,97.12230215827337,Transfer,42.46169532558445,0.974163816603835,5.994622375732842,145.68687366448637,19.962367970459752,15.312362973208034
B,B_B001,2026-01-15T23:35:30.072356,97.84172661870502,Transfer,43.366835493609656,1.0026185624111885,6.036367698891546,156.72333180808465,18.940354677999146,15.370047396338883
B,B_B001,2026-01-15T23:43:15.734653,98.56115107913669,CIP,41.598207398921275,1.0052580774724473,5.997586665930261,152.26844735210628,21.410103519220936,15.680298196588137
B,B_B001,2026-01-15T23:51:01.396950,99.28057553956835,CIP,41.003346881365566,0.9686781109271453,6.015100108883315,148.07367790161578,19.800726269739577,14.169154861254974
B,B_B001,2026-01-15T23:58:47.059246,100.0,CIP,41.244190510010704,1.0155885756793819,5.98241181574836,150.0612381401172,20.55437615391316,14.207939882876234
B,B_B002,2026-01-15T08:30:00,0.0,Charge,21.83296338300691,1.0023894848062405,5.583070865329759,153.12469985854347,19.719807837501996,14.532094043994505
B,B_B002,2026-01-15T08:38:15.507720,0.7194244604316546,Charge,22.664284956162195,1.010273701561979,5.6278047266804565,149.95563253397918,20.720198513015436,15.154322526142785
B,B_B002,2026-01-15T08:46:31.015441,1.4388489208633093,Charge,21.2627546008515,1.0395289259402252,5.620797187114623,150.68353996227034,18.752339677938522,14.46838261788122
B,B_B002,2026-01-15T08:54:46.523161,2.158273381294964,Charge,22.43772619760032,1.013875919468716,5.617265284526967,143.93390985890525,20.80694824992017,15.28029068384278
B,B_B002,2026-01-15T09:03:02.030882,2.8776978417266186,Charge,21.98053147741438,1.0103780232517738,5.610220590664739,146.74806289214015,19.49997266042056,14.967327145218825
B,B_B002,2026-01-15T09:11:17.538602,3.597122302158273,Charge,24.711850217756933,1.03607815306312,5.666921109329627,149.26567388455436,18.88796093175374,15.754325530357582
B,B_B002,2026-01-15T09:19:33.046322,4.316546762589928,Charge,23.131702801573844,1.0320915328313567,5.611078458418828,152.46822467630022,19.87886837940311,14.458228624181377
B,B_B002,2026-01-15T09:27:48.554043,5.0359712230215825,Charge,23.161376847802387,1.0574507128497346,5.648955961302758,150.588064886818,19.807156898638002,15.283259804655906
B,B_B002,2026-01-15T09:36:04.061763,5.755395683453237,Charge,23.318133327418952,1.0631983991731855,5.598338129656711,151.4974944175453,20.527476201351096,14.664990320786123
B,B_B002,2026-01-15T09:44:19.569483,6.474820143884892,Charge,22.94928901680217,1.0365516097678653,5.6733419909596385,154.03978763073013,19.93448060294206,14.23449348561941
B,B_B002,2026-01-15T09:52:35.077204,7.194244604316546,Charge,24.205308261190506,1.0171689062245701,5.628086764382105,150.7956473790264,19.64021413376016,14.029803621311343
B,B_B002,2026-01-15T10:00:50.584924,7.913669064748201,Charge,24.19460404970557,1.0668284275307023,5.613830574728697,151.38711182876423,19.553009678038183,13.640729726634776
B,B_B002,2026-01-15T10:09:06.092645,8.633093525179856,Charge,23.202961478083765,1.064956366497055,5.621161429399974,152.83464037653255,20.230302909205694,15.49809717099125
B,B_B002,2026-01-15T10:17:21.600365,9.35251798561151,Charge,24.08220159777374,1.0895400063390361,5.682701832797606,154.39778363085114,20.16474173635411,14.317895950478606
B,B_B002,2026-01-15T10:25:37.108085,10.071942446043165,HeatUp,23.597883411330628,1.0537902824340022,5.721097637800743,154.88810335877994,20.182997074402603,16.854637080095713
B,B_B002,2026-01-15T10:33:52.615806,10.79136690647482,HeatUp,24.911213190741414,1.0799089768373025,5.639522970966298,153.27682964831516,19.761262718650684,15.127182263456055
B,B_B002,2026-01-15T10:42:08.123526,11.510791366906474,HeatUp,25.137305873680724,1.0588075157677375,5.688052220674274,156.63619468121124,20.618510846742417,14.721776121789759
B,B_B002,2026-01-15T10:50:23.631246,12.230215827338128,HeatUp,25.544486996368228,1.0774019625893112,5.696774097643201,155.20969117257562,19.860493908490426,14.407547597384943
B,B_B002,2026-01-15T10:58:39.138967,12.949640287769784,HeatUp,24.951835248614582,1.074082935978667,5.624102109949871,156.18038791515275,20.66611592571079,15.745501701197488
B,B_B002,2026-01-15T11:06:54.646687,13.66906474820144,HeatUp,26.1375275564493,1.1041715928976554,5.708193408040103,156.01545757595093,21.182256840095096,15.342292341196776
B,B_B002,2026-01-15T11:15:10.154408,14.388489208633093,HeatUp,24.720142974010855,1.109283262567186,5.6846831989719,158.7824116544797,20.48511994528988,14.435868472925234
B,B_B002,2026-01-15T11:23:25.662128,15.107913669064747,HeatUp,26.625271736793167,1.0832902599533645,5.719339741151246,156.5892212501947,19.767286377031983,15.276245088803568
B,B_B002,2026-01-15T11:31:41.169848,15.827338129496402,HeatUp,26.436771163394567,1.068930663317974,5.71651009700538,168.80485964618916,20.620601099012575,14.703624877216605
B,B_B002,2026-01-15T11:39:56.677569,16.546762589928058,HeatUp,27.730291013781944,1.1082804445779284,5.783225905377117,168.42297354652052,20.103997284904572,14.687434001199135
B,B_B002,2026-01-15T11:48:12.185289,17.26618705035971,HeatUp,28.450243525133143,1.1301997053921844,5.777278355363716,167.1055713459859,20.349500144716767,15.0266103000112
